页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,正负情感,子类目,总类别
8,4.92412E+15,云中行走LYF,2023/7/16 13:22,【我的视界·旅拍】旅拍第9站，中共四大纪念馆附近！人文街拍！Shot On nubia Z50 Ultra RAW！手机摄影#旅拍##街拍##旅拍##努比亚z50 ultra##85mm##35mm##35mm不剪裁##玩转相机家族##努比亚相机家族##说走就走的旅行##上海##视界##neovision# @努比亚手机 @中兴手机 @浪花四溅T @溪溪流水lenmo @倪飞 @王汇Will @手机中国 @红魔游戏手机 @红魔外设 @红魔游戏公会 #人文##人文艺术##人文摄影##夜景##上海夜景##城市夜景##城市夜景大赏# 宝鸡,1,2,8,陕西,宝鸡,陕西,中国,,,
8,4.92383E+15,东华大学机械学院新征程实践团,2023/7/15 18:28,2023年7月15日，为了深入了解当年的革命事迹，追寻先辈们的革命足迹，同时对景点游客进行调查，了解他们对党史红色文化的了解程度，以及为后续的一些文创作品打下基础，东华大学机械工程学院“追寻先辈足迹，感受革命历程”暑期社会实践团赶赴上海市虹口区四川北路1468号——中共四大纪念馆进行社会实践调查。@东华大学 @青春东华 @爱东华爱实践 #强国有我青春有为# ,0,0,2,上海,上海,上海,中国,,,
8,4.92172E+15,心有阳光让爱延续,2023/7/9 22:30,七月，参观中共四大纪念馆。 上海·中共四大纪念馆 ,0,0,1,上海,上海,上海,中国,,,
8,4.92136E+15,企划新征程_,2023/7/8 22:32,#强国有我青春有为# 这次我们来到的地方是中共一大会址和中共四大纪念馆。重走革命先辈的革命路并感受先辈们革命过程中的艰辛与挫折，更加明白了吾辈肩上担负着的责任，我们定会继续砥砺前行！@东华大学 @青春东华 @爱东华爱实践 ,0,0,3,上海,上海,上海,中国,,,
8,4.92059E+15,也是斋,2023/7/6 19:22,参观中共四大纪念馆 眼底风云又起飞，工农运动喜鼙吹。 当时寂静广吉里，青史记得一声雷。         1925年1月11日至22日，中共四大在上海宝兴路广吉里召开。 ,0,0,1,上海,上海,上海,中国,,,
8,4.92023E+15,上海虹口,2023/7/5 19:56,【入围“全国20强”！】近日，由中国文物交流中心指导、博物馆头条联合纪念馆头条统计发布的“中博热搜榜”发布了“2023年第二季度全国热搜纪念馆及革命类博物馆百强榜单”。全国范围内百余家受到网友高频搜索的纪念馆及革命类博物馆上榜，其中，中共四大纪念馆位列第18名。 ,0,0,3,,上海,上海,中国,,,
8,4.91871E+15,中工网,2023/7/1 15:04,【#中工漫评#丨让更多青年在红色场馆见习中历练成长】近日，上海中共一大纪念馆、中共二大会址纪念馆、中共四大纪念馆、上海淞沪抗战纪念馆等13家红色场馆为青年们提供了约200个见习岗位。在上海外国语大学就读的一名同学说，自己从微信公众号上了解到信息后，专程前来招聘会现场，“在红色场馆见习不仅可以积累工作经验，为进入职场做好准备，还能更好地了解红色历史和文化，对自己的人生阅历也是一种提升”。（据新华网6月30日报道）红色场馆与青年的“双向奔赴”是件好事！青年人步入社会，选择去红色场馆见习，不仅能够发挥专业和兴趣特长，在真实的职场环境中锻炼自己，积累工作经验；更重要的是通过红色场馆中的服务工作，在学习和宣讲百年党史中，能够深刻认识红色政权来之不易、新中国来之不易、中国特色社会主义来之不易；深刻认识中国共产党为什么能、马克思主义为什么行、中国特色社会主义为什么好，从而坚定听党话、跟党走的政治信念，从党的百年奋斗中汲取前进力量，在强国建设、民族复兴的历史潮流中确立正确的人生目标，坚定地把个人理想自觉融入国家发展伟业，积极投身中国式现代化建设，为实现中华民族伟大复兴贡献青春力量。期待能有更多的红色场馆向青年人提供见习机会，让更多青年在弘扬红色精神的社会实践中历练成长！（中工网 刘琪 李靖）,0,0,1,,北京,北京,中国,,,
8,4.91866E+15,健康上海12320,2023/7/1 11:55,【赓续红色基因，砥砺奋进力量丨市卫生健康委党组赴中共四大纪念馆开展瞻仰学习】赓续红色基因，砥砺奋进力量丨市卫生健康委党组赴中共四大纪念馆开展瞻仰学习 ,0,2,4,,上海,上海,中国,,,
8,4.9176E+15,上海杨浦,2023/6/28 13:25,【首批红色就业实习基地发布，包含沪上13家红色场馆，有你喜欢的岗位吗？】6月27日，“乐业上海”七周年主题日活动在中共四大纪念馆举行。现场发布本市首批红色就业见习基地，吸引不少年轻人前来申报。目前，中共一大纪念馆、中共二大纪念馆、中共四大纪念馆、孙中山宋庆龄文管委等13家红色场馆已成为首批就业见习基地。东方网的微博视频,0,0,3,,上海,上海,中国,,,
8,4.91758E+15,SMGNEWS,2023/6/28 12:28,【乐业护航，就业先行！上海为高校毕业生保驾护航】27日下午，&quot;乐业上海&quot;七周年主题日活动在中共四大纪念馆顺利举办。此次活动首次发布&quot;红色就业 见习基地&quot;，为高校毕业生就业保驾护航。 SMGNEWS的微博视频 ,1,0,2,,上海,上海,中国,,,
9,4.91249E+15,上海虹口,2023/6/14 11:21,【北外滩影像日志——国旗教育展示厅①】国旗教育展示厅位于四川北路1468号，中共四大纪念馆旁。2021年，虹口区在中国共产党成立100周年之际，建设上海首个国旗教育展示厅，2021年6月1日正式对外开放。 ,0,0,2,,上海,上海,中国,,,
9,4.90956E+15,文化虹口,2023/6/6 9:03,纪念冯雪峰诞辰120周年｜冯雪峰与鲁迅走得有多近？这个展览告诉你5月31日上午，“昂头出征，觉悟人生——冯雪峰与鲁迅座谈会”在中共四大纪念馆举行，由中共四大纪念馆、上海鲁迅纪念馆、左联会址纪念馆共同推出“斗士诚坚——冯雪峰与鲁迅”展览启动，展览为期1个月。详情请戳链接：网页链接,0,0,0,,上海,上海,中国,,,
9,4.90718E+15,中共一大纪念馆,2023/5/30 19:48,2023年5月30日，#“自信自强铸辉煌——红色文旅智慧融合发展峰会”暨中国博物馆协会纪念馆专业委员会2023年年会#在上海顺利开幕。本次会议由国家文物局革命文物司，中国博物馆协会，上海市委宣传部，上海市文化和旅游局指导，中国博物馆协会纪念馆专业委员会，中共一、二、四大场馆管理委员会共同主办。来自国家文物局、中国博物馆协会、上海市委宣传部、上海市文化和旅游局以及相关革命类纪念馆、文旅企业的300余名代表参加会议。 中共一大纪念馆的微博视频,0,0,3,,上海,上海,中国,,,
9,4.90713E+15,三明日报,2023/5/30 15:53,#沪明情 向未来# 【“红色苏区-将乐”图片展在上海举办】“通过一幅幅革命历史图片、一段段详实文献史料，深入了解将乐革命斗争历史，重温那段峥嵘岁月，从先辈先贤事迹中汲取奋进力量。”5月28日，在上海中共四大纪念馆数字展厅，前来参观的游客络绎不绝，认真观看“红色苏区-将乐”图片展后纷纷感慨道。此次展览由将乐县委宣传部、中共四大纪念馆联合举办，展期为5月18日至6月17日，是沪明两地在红色文化宣传领域的重点合作项目。将乐是一片具有光荣革命传统的红色土地。在土地革命战争时期，将乐是连接中央苏区和闽浙赣苏区的战略要地和中央苏区东面的重要门户，是中央苏区管辖的“中央苏区县”之一。朱德、彭德怀等老一辈无产阶级革命家和革命先辈在将乐领导过轰轰烈烈的革命斗争，指挥过重大战斗，留下了光辉足迹。此次展览围绕苏区创建、红色政权、工农运动、丰碑永存、情系苏区等5个方面，以图文并茂的形式，展示将乐苏区革命斗争历史。将乐县坚持引进来与走出去相结合，探索推动沪明合作文化共建共享。5月18日，引进的上海中共四大纪念馆“抓铁有痕铸党魂——中国共产党早期纪律建设图片史料展”在将乐县博物馆同步开展，吸引了将乐县一批批党员干部、教师学生、职工群众前往观展，展览将持续至8月31日。（三明市融媒体中心 将乐记者站 陈雨丽）,1,0,0,,三明,福建,中国,,,
9,4.90558E+15,莘庄莘事,2023/5/26 9:43,?为扎实推进党史学习教育，增强广大党员对党的坚定信念，提升党组织与党员的凝聚力和战斗力，绿梅一村居民区党总支组织社区党员参观红色教育基地——中共 “四大”纪念馆。 ,2,0,4,,上海,上海,中国,,,
9,4.90487E+15,上海12333,2023/5/24 10:18,#关注#【赓续红色血脉 ，奋力推动就业见习高质量发展】点击网页链接——阅读原文，查看“中共四大纪念馆”、“上海市龙华烈士陵园（龙华烈士纪念馆）”就业见习岗位详细信息及报名方式。 ,0,1,0,,上海,上海,中国,,,
9,4.90456E+15,香山革命纪念馆,2023/5/23 14:03,中共四大时，全国党员人数是(   )。 #党史每日答##香山革命纪念馆#  网页链接 ,0,0,1,,北京,北京,中国,,,
10,4.9021E+15,中共一大纪念馆,2023/5/16 19:23,5月15日下午，中共一大、四大纪念馆联合举办的“快乐健康 筑梦未来”职工春季运动会在上海市黄浦学校隆重举行。此次运动会旨在进一步丰富职工的文体生活，培养员工参与体育锻炼的习惯，推行“高效工作、热情服务和快乐生活”的理念。同时，进一步加强馆际合作、馆校合作。 ,0,0,2,,上海,上海,中国,,,
10,4.90049E+15,莘庄莘事,2023/5/12 8:40,为进一步赓续红色血脉，激发党员、群众的使命感和责任感，名都新城党总支组织党员及楼组长前往中共四大纪念馆进行参观，追寻红色足迹，重温百年党史，感悟革命精神。 ,2,0,5,,上海,上海,中国,,,
10,4.89918E+15,文化虹口,2023/5/8 17:43,电波不逝 信念永存——虹口区举行纪念李白烈士牺牲74周年系列活动今年是李白烈士牺牲74周年，为了颂扬李白烈士光辉战斗的一生，缅怀他的英勇事迹和伟大情怀，丰富主题教育学习内容，中共四大纪念馆、李白烈士故居充分发挥爱国主义教育基地职能，于5月7日，在中共四大纪念馆举办“电波不逝 信念永存——纪念李白烈士牺牲74周年系列活动”，以此铭记光辉历史，缅怀革命英烈，传承红色基因。详情请戳链接：网页链接,0,0,0,,上海,上海,中国,,,
10,4.89872E+15,小熊牛奶杯Y,2023/5/7 11:16,学史明理  砥砺前行                      ––中共四大纪念馆 ,0,0,1,浙江,嘉兴,浙江,中国,,,
10,4.89331E+15,上海虹口,2023/4/22 12:57,【中共四大携手世纪出版，创新党建引领+阅读推广 ▏全民阅读】4月21日，“世纪火种”阅读推广基地授牌仪式暨4·23世界读书日阅读分享活动在中共四大纪念馆初心讲堂举行。 ,0,0,0,,上海,上海,中国,,,
10,4.88838E+15,不管星期几都是大晴天,2023/4/8 22:13,从今潮八弄到四川北路公园 从四川北路公园又到惊喜发现的原来在这里的中共四大纪念馆！（原来在这的惊喜！！！） 从纪念馆再到实验室的小小聚餐???? ,0,0,3,上海,上海,上海,中国,,,
10,4.88613E+15,huan1437,2023/4/2 17:34,#搞搞成长记# 午饭后赶回市区，路上有点堵啊今个儿最高气温24℃，太阳下热得来~麦当劳来一杯奥利奥麦旋风冰激凌吃吃吧 周日老规矩下午3点半虹口上新概念，稍微有点时间，上课旁边的中共四大纪念馆转一圈。 ,0,0,1,上海,上海,上海,中国,,,
