页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家, 从严治党
28,5046589851173502,静心修道养生-欢喜迎福赚钱,2024-06-18 12:17:23,农历五月十三，三界伏魔大帝关圣帝君降临日、关帝磨刀日，持诵宝诰，可获福无量！关圣帝君宝诰志心皈命礼。太上神威。英文雄武。精忠大义。高节清廉。协运皇图。德崇演正。掌道释儒教之权。管天地人之柄。上司三十六天星辰云汉。下辖七十二地土垒幽酆。秉注生功德。延寿丹书。持生死罪过。夺命黑籍。考察诸佛诸神。监制群仙群神。高证妙果。无量度人。至灵至胜。至上至尊。伏魔大帝关圣帝君。大悲大愿大圣大慈真元显应昭明翊汉灵佑天尊。志心皈命礼。关圣大天尊。伏魔真上帝。灵着玉泉山。英风常震世。至大与至刚。浩然成正气。砥柱立纲常。日月揭心事。头戴九旒冠。衣穿龙衮袍。足摄紫云履。腰悬白玉绦。人间察善恶。雷部与天曹。生杀惟所令。青龙偃月刃。一念自灵通。不从修证入。非亥亦非牡。太极本无极。元始肇天尊。救苦同太乙。真君古来传。崇窗推至德。至心称念，南天主宰三界伏魔大帝神威远镇天尊。关公不但被佛、儒、道三家称为神，更被历代皇帝加封二十三次之多，由「候」加封至「圣」。 汉后主（260年）追谥关公为「壮缪侯」；北宋徽宗崇宁元年（1102年）追封关公为「忠惠公」；徽宗崇宁三年（1104年）进封关公为「崇宁真君」；大观二年（1108年）复封关公为「武安王」；宣和五年（1123年）再封关公为「义勇武安王」；南宋高宗建炎二年（1128年）封关公为「壮缪义勇武安王」；南宋孝宗淳熙十四年（1187年）封关公为「壮缪义勇武安英济王」；元文宗天历元年（1328年）封关公为「显灵义勇武安英济王」；明太祖朱元璋明令拜关公，并於洪武廿七年敕建南京关公庙；明宪宗敕令重建关公庙；明神宗万历十年（1528年）封关公为「协天护国忠义帝」；後敕赐解州关帝庙为「英烈庙」；明神宗万历四十二年（1614年）加封关公为「三界伏魔大帝神威远镇天尊关圣帝君」又敕令京都正阳关帝庙为关公金身加衣饰，任陆秀夫、张世杰为关公左右丞相，岳飞为元帅，尉迟恭为伽蓝，封关公夫人为九灵懿德武肃英皇后，关公长子关平为竭忠王，次子关兴为显忠王，周仓为威灵惠勇公；清世祖顺治元年（1644年）封关公为「忠义神武关圣大帝」；清雍正元年，加封「灵佑」；清康熙时封「伏魔大帝」；1703年康熙亲临关公故乡解州拜灵题匾；清乾隆五十三年，加封「忠义神武灵佑关圣大帝」；清世宗雍正三年（1725年）追封关公曾祖父为「光昭公」， 祖父为「裕昌公」，父亲为「成忠公」。清仁宗嘉庆十八年（1813年）前后、清高宗、清宣宗、清文宗多有加封题字匾，道光八年，加封「威显」二字，咸丰年间，再加封「精诚」二字，旋又加上「绥靖」二字，亚御书「万世人极」匾额，同治加封「翊赞」二字，光绪加封「宣德」二字。直至清德宗光绪五年（1879年），关公全部长达26字封号为：「忠义神武灵佑仁勇威显护国保民精诚绥靖翊赞宣德关圣大帝」，并勒全国府县建庙，春秋虔诚致祭。,0,0,2,上海,上海,上海,中国, 清廉
28,5046589246933556,静心修道养生-欢喜迎福赚钱,2024-06-18 12:15:00,农历五月十三，三界伏魔大帝关圣帝君降临日、关帝磨刀日，持诵宝诰，可获福无量！关圣帝君宝诰志心皈命礼。太上神威。英文雄武。精忠大义。高节清廉。协运皇图。德崇演正。掌道释儒教之权。管天地人之柄。上司三十六天星辰云汉。下辖七十二地土垒幽酆。秉注生功德。延寿丹书。持生死罪过。夺命黑籍。考察诸佛诸神。监制群仙群神。高证妙果。无量度人。至灵至胜。至上至尊。伏魔大帝关圣帝君。大悲大愿大圣大慈真元显应昭明翊汉灵佑天尊。志心皈命礼。关圣大天尊。伏魔真上帝。灵着玉泉山。英风常震世。至大与至刚。浩然成正气。砥柱立纲常。日月揭心事。头戴九旒冠。衣穿龙衮袍。足摄紫云履。腰悬白玉绦。人间察善恶。雷部与天曹。生杀惟所令。青龙偃月刃。一念自灵通。不从修证入。非亥亦非牡。太极本无极。元始肇天尊。救苦同太乙。真君古来传。崇窗推至德。至心称念，南天主宰三界伏魔大帝神威远镇天尊。农历五月十三，为关圣帝君降神日、关帝磨刀日。关帝即三国大将关羽，道教尊为“忠义神武灵佑仁勇威显护国保民精诚绥靖翊赞宣德关圣大帝”，“三界伏魔大帝神威远镇天尊”。民间传说宋真宗的时候，旱魃作怪，竭盐池之水，真宗求助于张天师（第三十代张继先天师），天师则请关帝降妖伏魔。关帝应天师之召请，降魔伏怪，苦战七天，降伏了妖魔，天降甘霖，因此，后人称五月十三为“雨节”，俗谚谓“大旱不过五月十三”、“五月十三必降雨”，否则求之关帝，最为灵验，真宗感其神力，封为“义勇武安王”。道教则奉关公为玉皇大帝的近侍，尊他为「翊汉天尊」，「协天大帝」或「武安尊王」。 《三界伏魔关圣帝君忠孝忠义真经》云：“（关帝）掌儒释道之权，管天地人才之柄。上司三十六天星辰云汉，下辖七十二地土垒幽丰。秉注生功德延寿丹书，执定死罪过夺命里籍。考察诸神、诸佛，监制群仙群职”。儒教尊关公为五文昌之一，尊他为「文卫圣帝」，或称「山西夫子」，或尊他为亚圣或亚贤，说：「山东一人作春秋，山西一人看春秋」。 关帝圣君乃儒、释、道三教均尊其为神灵者，在儒家中称为关圣帝君，另有文衡帝君之尊称，佛教以其忠义足可护法，因此，尊他为护法伽蓝神、盖天古佛，於道家中，由于历代封号不同，有协天大帝、翔汉天神、武圣帝君、关帝爷、武安尊王、恩主公、三界伏魔大帝、山西夫子、帝君爷、关壮缪、文衡圣帝、崇富兵君等，民间则俗称恩主公。“关圣帝君”，简称“关帝”，其职能除了“治病除灾，驱辟恶，诛罚叛逆，巡察冥司”，还有“司命禄，庇护商贾，招财进宝”，又因其忠义，故被奉之为财神。（转）,0,0,2,上海,上海,上海,中国, 清廉
33,5046208001477673,廉洁上海,2024-06-17 11:00:04,#一周“纪”录#【党纪学习教育，帮年轻干部扣好第一粒扣子】目前，各地都在利用#党纪学习教育#的契机，教育引导年轻干部学纪、知纪、明纪、守纪，用党规党纪校正思想和行动。当面临外界诱惑时，当内心升起不该有的欲望时，强大的纪律意识就是我们战胜诱惑和欲望的武器，帮我们保持清醒头脑，护住清廉之身。（中央纪委国家监委网站）党纪学习教育，帮年轻干部扣好第一粒扣子 党纪学习教育，帮年轻干部扣好第一粒扣子,0,0,1,,上海,上海,中国, 清廉
34,5045839867675216,青兕永春,2024-06-16 10:37:14,在一个年轻人都想做公务员的国度，清廉指数排名肯定差不了。,1,2,27,上海,上海,上海,中国, 清廉
35,5045943846046777,晨之谣,2024-06-16 17:30:25,日常#麦当劳# 清廉周末 ,0,0,3,上海,,上海,中国, 清廉
35,5045844090556345,静心修道养生-欢喜迎福赚钱,2024-06-16 10:54:01,关帝宝诰至心皈命礼 太上神威，英文雄武。精忠大义，高节清廉。协运皇图，德崇演正。掌道释儒教之权，管天地人才之柄。上司三十六天星辰云汉，下辖七十二地土垒幽酆。秉注生功德，延寿丹书。持生死罪过，夺命黑籍，考察诸佛诸神，监制群仙群职。高证妙果，无量度人。至灵至胜，至上至尊。伏魔大帝，关圣帝君。大悲大愿，大圣大慈，真元显应，昭明翊汉灵佑天尊。五月十三日，传说每年农历五月十三日，关帝宝刀（誉称“青龙偃月宝刀”）赴会，故称这一天也叫“磨刀期”、“关公磨刀日”。关帝磨刀，老天爷要降雨作磨刀水，这雨便叫“磨刀雨”，这一天也便叫“雨节”。民间传说宋真宗的时候，旱魃作怪，竭盐池之水，真宗求助张天师（第三十代张继先天师）。    关帝应天师之召请，降魔伏怪，苦战七天，天降甘霖，因此，后人称五月十三为“雨节”，俗谚谓“大旱不过五月十三”、“五月十三必降雨”，否则求之关帝，最为灵验。由此可见，关帝在民间信仰之浓厚。    凝聚在关羽身上而为万世共仰的忠、义、信、智、仁、勇，蕴涵着中国传统文化的伦理、道德、理想，渗透着儒学的春秋精义，并为道教教义所趋同的人生价值观念，实质上就是彪炳日月、大气浩然的华夏魂。,0,0,1,上海,上海,上海,中国, 清廉
36,5045675463542901,无差别社会,2024-06-15 23:43:57,要正视晚清历史。皇帝太后之类没有什么好说的，不过，所谓名臣曾国藩、左宗棠、李鸿章、张之洞等对晚清影响是直接的。曾国藩名声只是善用舆论宣传结果而已，真正国家功过平分秋色；李鸿章私利欲望下为政不可能有实际功劳，如果说他是卖国不为过；张之洞相对要清廉正直很多，自然在任内有实际贡献，比如教育等。在所谓四大名臣中的左宗棠根本不能放在这四人之中比较，玷污了左宗棠丰功伟绩。左宗棠是厚积薄发之人，40岁之前还是教书匠，但在5年内成长位朝中重臣，与机遇及个人能力超群有密切关系。主要功绩是收复新疆等，而且是在李等人反对情况下完成的，晚清那个内忧外患特殊历史事情完成收复新疆是非常了不起的。所以说左宗棠的历史贡献在明清两朝中无人能比。,0,0,0,上海,,上海,中国, 清廉
37,5045543611141867,不敌胸脯二两,2024-06-15 15:00:01,有老婆的贝贝像个宝 再也不是没老婆的野人了虽然一开始是迷上亚修才选青狮的白净大眼羞羞少年就是很容易俘获我的芳心老鹿乱撞但是五年后 嗯…get不到了原以为会是钢铁直女X开屏孔雀的组合结果一个清廉一生一个友谊佳话？？我的错 如果当时选择给菲力克斯戒指一切会不会不同💍 我也爱你 可它不让我开后宫 再刷存档娶你哈因为剧情全按跳过（耽误我打架对山猪完全没怜爱 虽然幼年形态巨可爱可康永哥他冲我喊滚欸  把他头拧掉#火焰纹章风花雪月#,0,0,5,上海,,上海,中国, 清廉
41,5045183641030936,奉贤青村,2024-06-14 15:09:38,由志愿者和党员代表点燃莲花灯，村民们一起参与，将灯放入指定的池塘中，#寓意团圆和美#，和谐美满，同时以荷花为灯底，更象征着一种洁身自好，清廉正直的高尚品质。 ,0,0,0,,上海,上海,中国, 清廉
51,5043806158720443,风闻社区,2024-06-10 19:56:00,【投资230万的铺面快砸在手里，落马商务局局长竟想出这一招】四川省纪委监委网站6月7日更新《清廉四川》栏目，曝光了一位知法犯法的局长——四川广安市邻水县司法局原党组书记、局长张行平。据介绍，张行平出生在广安市邻水县的一个小山村，凭借个人努力，他考上了警察学校，毕业后回乡工作，历任邻水县公安局刑事侦查大队政治教导员，县公安局经济犯罪侦查大队大队长，县公安局党委委员、交通管理大队大队长，县城市综合管理局党组书记、局长，县商务局党组书记、局长，县司法局党组书记、局长等领导职务。在外人看来，张行平业务能力强，为人低调、谦逊。但在背地里和他交往的不法商人的眼中，他却是一个胆大妄为、以权谋私，与老板们一起拉拉扯扯贪钱逐利的人。广安市邻水县纪委监委第五纪检监察室主任陈杰表示，张行平从事刑事侦查、经济犯罪侦查等工作近20年，有着极强的反侦查意识，在工作当中也懂得如何（搞）“权力投资”，从中谋取个人利益。2013年，时任邻水县公安局党委委员、交通管理大队大队长的张行平，得知商人朋友王某某在筹备美食天街的开发项目。他立刻表示自己对该项目也很感兴趣，想要投资。两人达成协议后，张行平为规避风险，以自己亲戚的名义投资230万元，占股5%，自己则躲在幕后当起了“老板”。但美食天街项目建成一年后，由于销售情况并不理想，股东们商量决定，按照投资金额的两倍分割铺面，作为投资返还。张行平说：“美食天街项目，他说了过后，我筹了230万元，投进去一两年后，他就按两倍大概是515万，结的房子给我，最终得的就是那个房子，登记在我儿子名下。”然而，美食天街运营不景气，铺面自然难以出租。眼看230万元的投资就快砸在自己手里，张行平心里比谁都要着急。四川省纪委监委介绍，不久，机会来了。2016年8月，张行平调任邻水县商务局任党组书记、局长。一段时间后，他了解到商务局有一个“商务系统奖补项目”，该项目针对农贸市场和步行街的升级、改造，可以给予企业奖补投资额不高于50%的财政补贴。为增加自己铺面的价值，张行平又主动找到商人朋友王某某，提及可以帮助他争取奖补项目。不过，王某某对此并不热情，不愿意继续投钱进美食天街项目来获取奖补资金。一招不行，张行平又想出了第二招。陈杰表示，张行平又教唆其（王某某）以虚开业务票据的方式骗取奖补资金来实施，并让工作人员给王某某提供的方案进行把关，最终让王某某顺利承接富全美食街的提档升级项目。项目实施期间，在个人利益驱动下，经其（张行平）“一把手”决策，先后2次倾斜奖补资金110万元，对项目进行反复升级改造。张行平称，“目的是想把环境改造好点，商业氛围浓点，房子好租出去。当时出于这个想法，把项目拿去给他做，后面他送了我30万元。”此后，张行平还以农业和餐厅结合的项目为诱饵，游说商人谭某到邻水县发展餐饮，实施农商互联暨农产品供应链项目，并授意谭某承租自己的铺面。张行平说：“他去看了那个门市，都合适，后面他就把相关的一些申请资料都报上来，他就获得了项目（补贴）。”顺利获得租金，只是张行平从铺面上捞钱的一个环节。不久后，商人谭某的项目需建设智慧管理平台，张行平便让谭某以市场价25万余元，购买了以其子名义投资公司生产的软件，为儿子后续创业铺路。陈杰指出，张行平在担任领导干部期间，先后涉足房地产、煤矿、餐饮、科技公司、工程项目等多个领域，从中获利390余万元。他一旦发现“商机”，不放过任何捞钱的机会，费尽心机地利用手中权力为自己的家人博取关照，商人、老板都愿意给其“面子”。在张行平的商人朋友眼中，其儿子张某某是他的“代言人”，更是他们为自身谋取不正当利益可走的“捷径”。张行平称，“（儿子读书时）一个月去看一次他，周末和过节把他接出来一起吃顿饭，我总是操之过急，有时（对儿子）也没有方法，就骂他说他，（他）对我有抵触，都不想跟我交流。”因为愧疚，在儿子成年后，张行平对他的溺爱呵护可谓是无所不用其极。儿子没找到工作，张行平就安排他到与县商务局有项目承接关系的企业上班；儿子创业需要帮手，张行平又安排他到关联企业跟班学习锻炼。 2016年底，商人潘某用北京某公司名义，以998万元的价格，中标了邻水县商务局2016年国家级电子商务进农村综合示范项目。其后，潘某在邻水成立负责承建该项目的子公司时，在工作中认识了张行平。因潘某的刻意迎合，两人的关系也逐渐密切了起来。2017年初，张行平将儿子引荐给潘某认识，并表示，希望儿子能在潘某公司上班，并由潘某亲自教导他。“懂事”的潘某立即安排张行平之子担任自己的助理，不仅如此，除了每月给其上账4500元工资外，还额外以现金形式，向其每月发放学习绩效1500元至2000元不等，以及每月工作绩效3000元。在职期间，张行平之子共收取潘某现金3.55万元。陈杰指出，在张某某（张行平之子）离职后，张行平与这家公司之间的联系也从未间断，该公司的采购经理李某为感谢张行平在项目上的照顾，通过发放奖金、购买商品的名义送给张某某7万元。在张行平知情的情况下，其非但没有制止，反而不管不问、纵容默许。最终以各种名义总共收受潘某、李某好处（费）10.55万元。己身不正，岂能正人，张行平不重视家风建设，对子女失管失教，在这样的父亲影响下，儿子张某某恣意妄为地把父亲手中的权力当成了自己的“提款机”。后续，张行平以同样的方式将儿子张某某引荐给欲承接2019年农商互联暨农产品供应链补助项目的老板——朱某某认识。张行平一方面承诺帮助朱某某争取项目奖补资金，一方面也明确提出，让其儿子以合伙人的身份加入项目执行，并要求朱某某每月给他5000元的工资。在该项目补助款45万元拨付下来后，父子两人见钱眼开，又私下商量如何把钱揣进自己的腰包。于是，儿子张某某便以创业缺资金的名义，三番五次向朱某某借款，共计索要了5万元。据陈杰介绍，张行平利用职务上的便利，在项目取得、验收、资金拨付等方面为他人提供帮助和便利，单独或伙同张某某收受或索要管理服务对象好处费112.54万元，其中，伙同张某某共同收受或索取15.55万元。四川省纪委监委指出，错误的权力观扭曲了张行平的亲情观，他踩着纪法红线一路狂飙，不知收敛、不知敬畏，不仅害了自己也害了家人。2023年12月，广安市邻水县纪委监委给予张行平开除党籍、开除公职处分。2024年3月，张行平因犯受贿罪被邻水县人民法院判处有期徒刑3年6个月，并处罚金20万元。,1,4,11,,上海,上海,中国, 清廉
