页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,打卡记录监督
12,4965177827528323,叫我米米粒儿,2023-11-06 20:35:05,ACCA#acca复习打卡# A考学习第15天今天就是PM AA AAA复习第15天大家推进的如何了？？大家可以留言可评论自己的复习进度【eg:刷题数量 完成的页码】用留言就记录学习，相互监督，也欢迎其他科目的小可爱一起参与哦昨天把手机丢了，没法发微博，所以就没有打卡。 今天恢复正常了，大家要继续一起加油呀！打卡满30天即可添加微信号: peitais，兑换米米粒儿专属笔记本一本。PM复习计划 网页链接AA复习计划 网页链接AAA复习计划 网页链接跟着米米粒儿一起加油 用努力赶走焦虑#考试##学习##acca##跟着米米粒儿 a考不费劲儿##米米粒儿#,2,26,5,陕西,咸阳,陕西,中国,打卡记录监督
12,4964107405234204,叫我米米粒儿,2023-11-03 21:41:37,ACCA#acca复习打卡# A考学习第12天今天就是PM AA AAA复习第12天大家推进的如何了？？大家可以留言可评论自己的复习进度【eg:刷题数量 完成的页码】用留言就记录学习，相互监督，也欢迎其他科目的小可爱一起参与哦转眼复习快两周啦 大家有爱上坚持的自己了吗 明天后天PM AA最后一次上课哦打卡满30天即可添加微信号: peitais，兑换米米粒儿专属笔记本一本。PM复习计划 网页链接AA复习计划 网页链接AAA复习计划 网页链接跟着米米粒儿一起加油 用努力赶走焦虑#考试##学习##acca##跟着米米粒儿 a考不费劲儿##米米粒儿#,0,21,5,陕西,咸阳,陕西,中国,打卡记录监督
12,4963931199379148,旺崽_TuT,2023-11-03 10:01:26,按打卡机前：我不是监督你们迟不迟到，就是为了记考勤，这样比较省事  按打卡机后：打卡记录真的是五花八门（为什么光迟到！），早上这么忙最好早点来  ？？？？？ ,0,0,0,河北,邢台,河北,中国,打卡记录监督
12,4963730121035094,叫我米米粒儿,2023-11-02 20:42:25,ACCA#acca复习打卡# A考学习第11天今天就是PM AA AAA复习第10天大家推进的如何了？？大家可以留言可评论自己的复习进度【eg:刷题数量 完成的页码】用留言就记录学习，相互监督，也欢迎其他科目的小可爱一起参与哦今天已经把PM和AA的模考卷改完了 同时上传了抽改报告和相关的视频 大家记得核对一些 有50%的同学不达标 大家要及时查看哦打卡满30天即可添加微信号: peitais，兑换米米粒儿专属笔记本一本。PM复习计划 网页链接AA复习计划 网页链接AAA复习计划 网页链接跟着米米粒儿一起加油 用努力赶走焦虑#考试##学习##acca##跟着米米粒儿 a考不费劲儿##米米粒儿#,1,20,2,陕西,咸阳,陕西,中国,打卡记录监督
12,4963368288916595,叫我米米粒儿,2023-11-01 20:44:38,ACCA#acca复习打卡# A考学习第10天今天就是PM AA AAA复习第10天大家推进的如何了？？大家可以留言可评论自己的复习进度【eg:刷题数量 完成的页码】用留言就记录学习，相互监督，也欢迎其他科目的小可爱一起参与哦不管是AA还是AAA的审计程序，大家都会觉得理解之后记忆量是很大的，建议大家就先把一些通用的逻辑记住，然后就开始刷题了，个别的程序忘了也不用焦虑，就持续看，到考前就肯定逐渐掌握啦打卡满30天即可添加微信号: peitais，兑换米米粒儿专属笔记本一本。PM复习计划 网页链接AA复习计划 网页链接AAA复习计划 网页链接跟着米米粒儿一起加油 用努力赶走焦虑#考试##学习##acca##跟着米米粒儿 a考不费劲儿##米米粒儿#,1,23,5,陕西,咸阳,陕西,中国,打卡记录监督
13,4962641321919099,叫我米米粒儿,2023-10-30 20:35:55,ACCA#acca复习打卡# A考学习第8天今天就是PM AA AAA复习第8天大家推进的如何了？？大家可以留言可评论自己的复习进度【eg:刷题数量 完成的页码】用留言就记录学习，相互监督，也欢迎其他科目的小可爱一起参与哦今天PM AA AAA第二周复习啦 大家赶脚如何 评论区告诉米米粒儿呀打卡满30天即可添加微信号: peitais，兑换米米粒儿专属笔记本一本。PM复习计划 网页链接AA复习计划 网页链接AAA复习计划 网页链接跟着米米粒儿一起加油 用努力赶走焦虑#考试##学习##acca##跟着米米粒儿 a考不费劲儿##米米粒儿#,2,28,6,陕西,咸阳,陕西,中国,打卡记录监督
13,4961931599021025,志朋是微博控,2023-10-28 21:35:44,运动完喝一个椰子简直太爽了 监督自己 开始在此微博记录打卡自己的运动 ,0,49,2,福建,厦门,福建,中国,打卡记录监督
13,4961563348566426,叫我米米粒儿,2023-10-27 21:12:26,ACCA#acca复习打卡#  A考学习第5天 今天就是PM AA AAA复习第5天 大家推进的如何了？？大家可以留言可评论自己的复习进度【eg:刷题数量 完成的页码】用留言就记录学习，相互监督，也欢迎其他科目的小可爱一起参与哦 #考试##学习##acca##跟着米米粒儿 a考不费劲儿##米米粒儿# ,3,36,7,陕西,咸阳,陕西,中国,打卡记录监督
13,4961236787399894,阿悦Goodi,2023-10-26 23:34:48,已经坚持好几天了！我决定记录起来。杜绝三分钟热度从我做起望周知、望监督，需要加入打卡小分队的call me，想打卡坚持了什么都可以，打卡摆烂不可以🙅 ,0,0,1,上海,上海,上海,中国,打卡记录监督
13,4961184363316535,叫我米米粒儿,2023-10-26 20:06:29,ACCA#acca复习打卡# A考学习第4天今天就是PM AA AAA复习第4天大家推进的如何了？？大家可以留言可评论自己的复习进度【eg:刷题数量 完成的页码】用留言就记录学习，相互监督，也欢迎其他科目的小可爱一起参与哦米米粒儿也跟着大家一起记录每天的工作哦今天整理的自测题 录制了PM时间序列的相关视频打卡满30天即可添加微信号: peitais，兑换米米粒儿专属笔记本一本。PM复习计划 网页链接AA复习计划 网页链接AAA复习计划 网页链接立flag可以让大家找到更多志同道合的人 从而帮助自己坚持 跟着米米粒儿一起加油 用努力赶走焦虑#考试##学习##acca##跟着米米粒儿 a考不费劲儿##米米粒儿#,1,34,13,陕西,西安,陕西,中国,打卡记录监督
13,4961018931054079,DoDo--我爱嗦粉,2023-10-26 09:09:07,之前只有打卡，没有上传，有时候也会忘。之后进行打卡记录，进行自我监督。愿我们都能成为更好的自己💛 ,0,1,3,福建,福州,福建,中国,打卡记录监督
13,4960824336321866,叫我米米粒儿,2023-10-25 20:15:52,ACCA#acca复习打卡# A考学习第3天今天就是PM AA AAA复习第3天大家推进的如何了？？大家可以留言可评论自己的复习进度【eg:刷题数量 完成的页码】用留言就记录学习，相互监督，也欢迎其他科目的小可爱一起参与哦米米粒儿也跟着大家一起记录每天的工作哦今天整理了PM时间序列相关的内容 明天录制视频 后续就要上传网盘啦打卡满30天即可添加微信号: peitais，兑换米米粒儿专属笔记本一本。PM复习计划 网页链接AA复习计划 网页链接AAA复习计划 网页链接立flag可以让大家找到更多志同道合的人 从而帮助自己坚持 跟着米米粒儿一起加油 用努力赶走焦虑#考试##学习##acca##跟着米米粒儿 a考不费劲儿##米米粒儿#,2,39,7,陕西,咸阳,陕西,中国,打卡记录监督
13,4959787351805410,kitten1205,2023-10-22 23:35:16,室友带我家婆去旅游了，记录一下我一个人带两娃的周末～周六上午我还要上班就略过了，下午大风大雨带着两娃去超市买点他们喜欢的菜，带儿子理发，做个午饭，带他们一起睡，睡觉前两个娃在我耳边叽叽喳喳😄周日早上做好美味早餐（瑶柱虾米淮山粥），上午给监督两个娃做作业，录各种打卡视频，跟着闺女一起读拼音，安全作业，运动作业，还有签名啥的然后开始做午饭（在老家买的养了很久的乌鸡汤，土豆炒牛肉，清炒白菜），午休起来带娃去玩一下远离电视手机，然后做晚饭时还顺便把明天早餐弄好了、明天起来热一下就行，省事）到晚上重新整理我所有耳环，收纳还是让人心情愉悦的哈，发现也没几对耳环嘛，总结一下我物欲很低，啥首饰衣服都很少，肯定小时候贫穷的烙印影响我抠抠嗖嗖过日子），8点多放水给娃泡澡，两个娃睡着后，我把衣服洗好，地拖好后，把两个娃的衣柜夏季衣服收起来，把秋季衣服挂好，看看双十一要买啥😄忙完刚好11:10！主打一个充实！,0,0,0,广东,广州,广东,中国,打卡记录监督
13,4958290066542656,好运连连恭喜发财_,2023-10-18 20:25:35,晕死了 最近肚子胖了一大圈  我决定从今天开始运动起来  打卡记录也会同步发在这里  让我自己监督自己 每天10分钟也好  ,0,0,0,广东,广州,广东,中国,打卡记录监督
14,4958130963480580,再吃一碗酒酿圆子,2023-10-18 09:53:21,减肥打卡博📝之 这次尊嘟是认真的！ 从普吉岛回来就一直敞开了吃吃喝喝，体重马上要达到过年巅峰水平了 公开记录 共同监督 ,0,8,3,上海,,上海,中国,打卡记录监督
14,4957938658574688,PleAseGoToSleeP-,2023-10-17 21:09:12,健身记录达到新高 所以决定以后每天打卡 望微博好友圈监督 ,0,3,2,河南,郑州,河南,中国,打卡记录监督
14,4957934990134145,GRDXBB,2023-10-17 20:54:38,以后我天天在你这打卡跳绳，我要是没跳你就在心里骂我，我一打喷嚏就去跳了，如果我没发，你可以看微信运动，都有记录哈哈哈哈记得监督我减肥哦 ,0,0,0,北京,北京,北京,中国,打卡记录监督
14,4957741540707241,ASadMe__InYourEyes,2023-10-17 08:05:56,研究生打卡记录 监督一下不自律的我自己！ ,0,3,1,北京,,北京,中国,打卡记录监督
14,4955432264929227,小恩一天天,2023-10-10 23:09:42,9月阅读打卡记录，我们读了18本书，除了5本绘本外，其他全是文字为主的桥梁书，妈妈要为嗯呐和自己鼓掌👏为大班后半学期开始、整个暑假里每天坐在嗯呐旁边监督伴读的姥姥献花🌹继续加油 ,0,0,0,北京,北京,北京,中国,打卡记录监督
15,4955069570089335,sunny合欢树,2023-10-09 23:08:28,我太没意志力了！！！为了监督自己每天泡脚而弄的微博打卡，结果在我一天天的忘记发微博后放弃，有几天是带妹妹出去玩，收拾完半夜了实在是太累了没泡脚，后边又有几天拍照忘了发，总之就是没坚持下去。现在基本断奶成功了，小朋友也只是偶尔想起想要吃奶，但哄哄，转移一下注意力很快就忘了，现在最大的问题是她不喝奶粉，也不喝牛奶，酸奶还勉强能接受；愁！谁能告诉我，快一岁半的小朋友断奶后光靠吃饭营养到底够不够呀？#宝宝成长记录##日常碎碎念#,0,2,1,广东,深圳,广东,中国,打卡记录监督
15,4953968242593414,ANDY_LEE_8,2023-10-06 22:12:12,明天开始！每日记录减肥日程 请诸位博友监督#每日减肥打卡# 南京 ,0,11,15,江苏,南京,江苏,中国,打卡记录监督
15,4952850330554579,不要丢东西了了,2023-10-03 20:10:01,主播BLUE 有没有想跑步减肥的姐妹，一起监督。每天把跑步的记录发给对方看这种。随便几点跑都行，但是每天都要打卡。 ,0,1,1,云南,曲靖,云南,中国,打卡记录监督
15,4952179997410027,大牌姐,2023-10-01 23:46:21,有18万的宝贝都看过我用的大排灯面罩有宝贝怀疑它是不是尊嘟有用，实话实说我也不确定~so我们一起来个👉国庆7日黑曜石面罩打卡📝从1号开始，我连续使用7天，大家监督我，每日都在群内打卡记录一起看看到底有啥变化，感兴趣的宝贝先进群，后面我会在群里更新每天的使用对比哒,0,11,18,广东,深圳,广东,中国,打卡记录监督
15,4951428513137796,我想瘦到95斤可以吗,2023-09-29 22:00:13,专门用小号来记录监督自己 从明天开始 开启 每天只吃一顿的减肥生活 帕梅拉1小时 身高174cm 体重115斤 目标95斤 每天都要更新打卡 加油！ 瘦下来的世界会很美好的！ ,0,0,0,四川,成都,四川,中国,打卡记录监督
16,4946676153060760,Upanqiman555,2023-09-16 19:16:02,每天11点打卡一个作文类型~作文！我再也不怕了！今天一起打卡“讨论意见”。下面是可以用的套路。建议背+码！背好兄弟，在评论区打卡记录~学长会监督你的！ #四六级##决战四六级##四六级#,0,0,0,辽宁,朝阳,辽宁,中国,打卡记录监督
16,4945973745029675,passions_00,2023-09-14 20:44:55,跳绳/慢跑运动第一天✅（一周四次） 不知道能不能坚持下去，微博自己监督一下。 （不为减肥，提高下身体素质） #记录生活##坚持运动打卡# ,0,0,3,河南,新乡,河南,中国,打卡记录监督
16,4944896262144760,小菜瓜嘻嘻哈哈,2023-09-11 21:23:23,"#减肥打卡#  day1,这段时间坚持的不好，最后冲刺期了，打卡记录一下。如果哪一天没发博，我希望我的朋友都来评论区提醒一下我求监督 ",0,1,0,四川,成都,四川,中国,打卡记录监督
16,4942731397300900,--人生如戏1213--,2023-09-05 22:00:58,运动打卡  今天是课代表，称职的监督员 今天还是夜钓小组的助理 一边看钓鱼一边做力量训练+跳绳，明明跳了近2千个，数据却只记录了1千多个，差评 ,0,0,2,上海,,上海,中国,打卡记录监督
